"107年08月24日每5秒委託成交統計"
"時間","累積委託買進筆數","累積委託買進數量","累積委託賣出筆數","累積委託賣出數量","累積成交筆數","累積成交數量","累積成交金額",
="09:28:25","981,154","18,604,682","1,055,228","10,376,696","182,245","1,257,320","21,044",
="09:28:30","983,325","18,613,369","1,057,410","10,381,099","182,555","1,259,253","21,072",
="09:28:35","985,044","18,639,369","1,059,375","10,404,365","182,885","1,260,553","21,100",
="09:28:40","986,592","18,646,738","1,061,234","10,409,976","183,278","1,262,004","21,143",
="09:28:45","987,949","18,654,706","1,062,970","10,420,036","183,681","1,264,805","21,188",
="09:28:50","989,753","18,633,300","1,064,980","10,418,792","184,153","1,271,079","21,231",
="09:28:55","991,712","18,643,441","1,067,335","10,411,027","184,601","1,273,756","21,276",
="09:29:00","993,244","18,620,385","1,069,129","10,404,136","185,013","1,276,081","21,313",
="09:29:05","995,459","18,605,894","1,071,411","10,395,498","185,336","1,277,634","21,346",
="09:29:10","997,131","18,623,598","1,073,478","10,398,275","185,738","1,279,836","21,402",
="09:29:15","999,264","18,630,941","1,075,993","10,405,917","186,120","1,281,681","21,456",
="09:29:20","1,001,720","18,613,043","1,078,731","10,394,017","186,532","1,283,950","21,502",
="09:29:25","1,003,156","18,662,768","1,080,628","10,424,069","186,874","1,285,435","21,552",
="09:29:30","1,005,360","18,684,483","1,082,909","10,422,827","187,209","1,287,046","21,597",
="09:29:35","1,007,348","18,714,400","1,084,977","10,428,353","187,604","1,289,339","21,633",
="09:29:40","1,009,256","18,709,523","1,087,082","10,414,555","187,925","1,290,535","21,671",
="09:29:45","1,011,019","18,728,316","1,089,135","10,421,206","188,237","1,292,295","21,705",
="09:29:50","1,012,758","18,741,862","1,091,130","10,438,079","188,571","1,294,242","21,776",
="09:29:55","1,014,653","18,655,326","1,093,102","10,395,960","189,019","1,297,323","21,851",
="09:30:00","1,016,337","18,745,042","1,094,992","10,429,540","189,481","1,301,109","21,918",
="09:30:05","1,019,088","18,725,133","1,097,848","10,432,443","190,016","1,303,802","21,975",
="09:30:10","1,021,923","18,706,801","1,100,768","10,416,458","190,483","1,306,040","22,033",
="09:30:15","1,024,077","18,735,613","1,103,316","10,451,793","190,939","1,309,086","22,083",
="09:30:20","1,026,458","18,717,054","1,105,991","10,455,456","191,420","1,311,672","22,138",
="09:30:25","1,027,919","18,744,341","1,107,834","10,456,145","191,964","1,315,644","22,199",
="09:30:30","1,029,752","18,768,239","1,109,856","10,463,669","192,333","1,317,896","22,243",
="09:30:35","1,031,597","18,763,250","1,111,943","10,461,327","192,729","1,320,981","22,290",
="09:30:40","1,034,038","18,751,556","1,114,691","10,452,215","193,183","1,323,111","22,336",
="09:30:45","1,036,324","18,772,757","1,117,618","10,447,583","193,630","1,324,836","22,384",
="09:30:50","1,038,634","18,775,693","1,120,146","10,443,672","193,989","1,326,325","22,422",
="09:30:55","1,040,438","18,788,257","1,122,238","10,478,136","194,328","1,328,449","22,449",
="09:31:00","1,041,940","18,804,309","1,124,194","10,485,829","194,691","1,329,821","22,480",
="09:31:05","1,044,728","18,791,137","1,127,241","10,474,701","195,197","1,332,484","22,538",
="09:31:10","1,047,153","18,764,994","1,129,955","10,458,446","195,660","1,335,578","22,606",
="09:31:15","1,049,723","18,729,374","1,132,668","10,438,597","196,115","1,337,299","22,660",
="09:31:20","1,051,972","18,732,429","1,135,179","10,438,832","196,562","1,339,577","22,712",
="09:31:25","1,054,109","18,617,731","1,137,499","10,368,235","197,182","1,345,937","22,788",
="09:31:30","1,056,661","18,612,129","1,140,407","10,388,789","197,615","1,348,542","22,828",
="09:31:35","1,059,069","18,714,319","1,143,045","10,407,005","198,037","1,350,912","22,866",
="09:31:40","1,060,701","18,750,630","1,145,184","10,452,133","198,492","1,352,606","22,910",
="09:31:45","1,062,430","18,812,269","1,147,216","10,516,980","198,834","1,353,589","22,941",
="09:31:50","1,064,821","18,819,302","1,150,006","10,523,939","199,246","1,355,893","22,995",
="09:31:55","1,067,192","18,795,105","1,152,746","10,508,355","199,610","1,358,520","23,039",
="09:32:00","1,069,379","18,793,903","1,155,354","10,526,501","200,055","1,361,779","23,079",
="09:32:05","1,071,698","18,830,572","1,158,070","10,529,122","200,379","1,363,137","23,114",
="09:32:10","1,073,667","18,844,916","1,160,348","10,528,100","200,763","1,365,343","23,148",
="09:32:15","1,076,217","18,843,954","1,163,241","10,527,192","201,070","1,367,416","23,188",
="09:32:20","1,078,125","18,865,764","1,165,430","10,531,361","201,373","1,369,226","23,219",
="09:32:25","1,080,721","18,771,370","1,168,028","10,456,280","201,737","1,370,979","23,265",
="09:32:30","1,082,288","18,795,941","1,169,944","10,478,326","202,036","1,372,215","23,305",
="09:32:35","1,084,069","18,768,751","1,172,201","10,449,189","202,346","1,373,823","23,339",
="09:32:40","1,086,259","18,824,169","1,174,671","10,486,032","202,678","1,375,206","23,372",
="09:32:45","1,088,447","18,772,240","1,177,112","10,483,019","203,046","1,378,047","23,418",
="09:32:50","1,090,636","18,781,089","1,179,510","10,490,469","203,343","1,380,003","23,459",
="09:32:55","1,092,786","18,753,152","1,181,719","10,506,806","203,787","1,388,036","23,511",
="09:33:00","1,095,192","18,801,751","1,184,550","10,550,546","204,096","1,389,663","23,551",
="09:33:05","1,098,253","18,853,783","1,187,728","10,571,598","204,448","1,391,204","23,601",
="09:33:10","1,100,107","18,823,419","1,190,001","10,551,445","204,720","1,391,984","23,628",
="09:33:15","1,102,283","18,853,245","1,192,698","10,563,860","205,035","1,394,671","23,666",
="09:33:20","1,104,406","18,863,826","1,195,010","10,582,274","205,335","1,398,254","23,708",
="09:33:25","1,106,265","18,877,540","1,197,184","10,603,654","205,666","1,400,543","23,741",
="09:33:30","1,108,234","18,879,950","1,199,560","10,609,145","205,920","1,401,415","23,782",
="09:33:35","1,109,927","18,863,808","1,201,617","10,598,204","206,252","1,403,484","23,829",
="09:33:40","1,111,577","18,878,914","1,203,704","10,620,045","206,539","1,404,370","23,859",
="09:33:45","1,113,524","18,855,105","1,205,875","10,618,051","206,830","1,405,407","23,885",
="09:33:50","1,115,472","18,875,430","1,208,072","10,619,721","207,206","1,407,430","23,926",
="09:33:55","1,117,996","18,857,503","1,210,821","10,595,822","207,602","1,410,066","23,974",
="09:34:00","1,120,507","18,847,292","1,213,434","10,582,654","207,921","1,411,823","24,002",
="09:34:05","1,123,124","18,849,026","1,216,173","10,584,295","208,292","1,417,075","24,053",
="09:34:10","1,126,048","18,866,369","1,219,251","10,562,415","208,778","1,420,757","24,110",
="09:34:15","1,128,197","18,894,199","1,221,735","10,593,786","209,118","1,424,582","24,151",
="09:34:20","1,130,937","18,857,195","1,224,787","10,588,050","209,446","1,427,265","24,198",
="09:34:25","1,133,337","18,866,292","1,227,359","10,614,503","209,716","1,428,280","24,231",
="09:34:30","1,135,589","18,864,845","1,230,044","10,606,139","210,033","1,429,724","24,265",
="09:34:35","1,138,033","18,901,372","1,232,605","10,627,566","210,446","1,431,454","24,307",
="09:34:40","1,140,439","18,849,070","1,235,650","10,606,386","210,792","1,433,196","24,359",
="09:34:45","1,142,685","18,841,519","1,238,134","10,600,518","211,068","1,435,462","24,396",
="09:34:50","1,144,705","18,840,556","1,241,068","10,589,220","211,475","1,438,293","24,443",
="09:34:55","1,147,003","18,850,710","1,243,476","10,595,390","211,830","1,440,223","24,481",
="09:35:00","1,149,211","18,845,364","1,246,061","10,588,629","212,206","1,443,018","24,528",
="09:35:05","1,152,319","18,793,706","1,249,500","10,568,822","212,698","1,445,202","24,583",
="09:35:10","1,154,854","18,780,556","1,252,466","10,538,615","213,170","1,449,006","24,641",
="09:35:15","1,157,213","18,811,280","1,255,353","10,599,255","213,547","1,451,258","24,686",
="09:35:20","1,159,439","18,846,085","1,258,007","10,619,816","213,903","1,453,270","24,734",
="09:35:25","1,161,633","18,838,597","1,260,485","10,637,996","214,264","1,455,126","24,786",
="09:35:30","1,164,090","18,813,728","1,263,228","10,612,535","214,596","1,458,258","24,834",
="09:35:35","1,166,285","18,913,373","1,265,486","10,678,692","214,867","1,459,660","24,874",
="09:35:40","1,168,354","18,861,332","1,267,531","10,633,925","215,261","1,461,385","24,910",
="09:35:45","1,170,169","18,875,451","1,269,618","10,659,025","215,679","1,463,267","24,956",
="09:35:50","1,171,935","18,846,352","1,271,656","10,651,080","216,114","1,464,951","24,999",
="09:35:55","1,174,208","18,853,064","1,274,045","10,647,798","216,490","1,466,275","25,057",
="09:36:00","1,175,960","18,893,306","1,275,908","10,677,342","216,718","1,467,733","25,083",
="09:36:05","1,177,900","18,869,734","1,277,911","10,670,811","217,013","1,468,982","25,117",
="09:36:10","1,180,295","18,931,637","1,280,642","10,680,957","217,286","1,469,878","25,145",
="09:36:15","1,182,926","18,934,515","1,283,520","10,684,321","217,637","1,472,310","25,204",
="09:36:20","1,184,722","18,957,658","1,285,733","10,713,620","217,920","1,473,447","25,239",
="09:36:25","1,186,889","18,943,877","1,288,105","10,719,814","218,248","1,475,768","25,278",
="09:36:30","1,188,990","18,927,054","1,290,320","10,699,020","218,551","1,477,065","25,314",
="09:36:35","1,191,121","18,910,548","1,292,773","10,708,494","218,813","1,478,737","25,342",
="09:36:40","1,192,830","18,945,841","1,294,862","10,724,845","219,049","1,480,173","25,374",
="09:36:45","1,194,323","18,958,058","1,296,622","10,740,092","219,259","1,481,096","25,396",
="09:36:50","1,196,242","18,943,326","1,298,794","10,733,228","219,584","1,483,094","25,439",
="09:36:55","1,197,940","18,886,223","1,300,831","10,703,210","219,870","1,485,011","25,474",
="09:37:00","1,199,986","18,901,204","1,303,016","10,690,673","220,138","1,486,255","25,504",
="09:37:05","1,201,788","18,894,469","1,304,928","10,687,304","220,429","1,487,454","25,539",
="09:37:10","1,203,597","18,856,413","1,306,793","10,668,610","220,690","1,488,276","25,569",
="09:37:15","1,205,874","18,847,881","1,309,454","10,684,113","221,000","1,490,555","25,604",
="09:37:20","1,208,102","18,863,926","1,311,799","10,682,762","221,275","1,491,676","25,636",
="09:37:25","1,210,213","18,926,361","1,313,998","10,720,852","221,556","1,493,558","25,661",
="09:37:30","1,212,068","18,870,466","1,316,104","10,704,882","221,825","1,495,972","25,691",
="09:37:35","1,214,248","18,882,561","1,318,556","10,694,724","222,137","1,497,805","25,720",
="09:37:40","1,217,236","18,914,518","1,321,695","10,708,884","222,442","1,499,204","25,749",
="09:37:45","1,220,414","18,913,229","1,325,085","10,702,210","222,948","1,503,543","25,835",
="09:37:50","1,223,075","18,876,768","1,328,257","10,669,179","223,629","1,506,922","25,935",
="09:37:55","1,226,099","18,902,972","1,331,535","10,703,067","224,073","1,509,634","26,000",
="09:38:00","1,229,030","18,939,877","1,334,863","10,751,597","224,653","1,513,253","26,143",
="09:38:05","1,232,399","18,924,430","1,338,893","10,746,133","225,223","1,517,141","26,213",
="09:38:10","1,235,411","18,894,400","1,342,248","10,738,412","225,893","1,520,395","26,287",
="09:38:15","1,237,896","18,941,232","1,345,512","10,780,688","226,379","1,522,611","26,353",
="09:38:20","1,240,400","18,916,789","1,348,456","10,766,272","227,029","1,525,477","26,471",
="09:38:25","1,243,183","18,885,144","1,351,740","10,780,855","227,671","1,535,668","26,576",
="09:38:30","1,246,198","18,836,040","1,355,245","10,764,384","228,201","1,540,674","26,653",
="09:38:35","1,249,476","18,897,904","1,358,832","10,796,824","228,751","1,543,271","26,734",
="09:38:40","1,251,939","18,946,590","1,361,636","10,804,653","229,293","1,547,126","26,806",
="09:38:45","1,254,432","18,924,997","1,364,393","10,807,081","229,771","1,549,585","26,861",
="09:38:50","1,256,963","18,917,009","1,367,458","10,820,742","230,263","1,551,755","26,926",
="09:38:55","1,258,914","18,932,796","1,369,913","10,821,487","230,778","1,554,704","26,998",
="09:39:00","1,260,951","18,941,793","1,372,396","10,837,255","231,351","1,557,402","27,066",
="09:39:05","1,263,948","18,956,097","1,375,533","10,822,071","231,929","1,560,516","27,122",
="09:39:10","1,266,579","18,929,559","1,378,399","10,811,713","232,439","1,563,255","27,187",
="09:39:15","1,268,812","18,962,890","1,380,983","10,821,031","232,973","1,566,220","27,241",
="09:39:20","1,270,855","18,935,258","1,383,400","10,828,570","233,550","1,568,611","27,299",
="09:39:25","1,272,708","18,936,463","1,385,605","10,821,698","234,051","1,570,474","27,350",
="09:39:30","1,275,450","18,899,140","1,388,591","10,829,717","234,653","1,573,499","27,416",
="09:39:35","1,277,716","18,899,588","1,391,115","10,830,251","235,160","1,577,296","27,487",
="09:39:40","1,280,241","18,950,257","1,394,068","10,839,331","235,871","1,582,261","27,584",
="09:39:45","1,282,875","18,902,027","1,397,172","10,818,560","236,323","1,584,725","27,638",
="09:39:50","1,286,121","18,974,671","1,400,843","10,822,772","236,875","1,588,035","27,706",
="09:39:55","1,288,541","18,947,290","1,403,688","10,836,752","237,345","1,590,848","27,773",
="09:40:00","1,291,378","18,905,249","1,406,769","10,819,646","237,966","1,593,685","27,852",
="09:40:05","1,294,418","18,937,221","1,410,197","10,827,375","238,669","1,597,055","27,917",
="09:40:10","1,296,748","18,890,765","1,412,951","10,805,847","239,239","1,598,991","27,986",
="09:40:15","1,299,155","18,911,697","1,415,793","10,823,140","239,742","1,600,944","28,046",
="09:40:20","1,301,125","18,955,644","1,418,187","10,841,053","240,238","1,602,668","28,107",
="09:40:25","1,303,510","18,983,346","1,421,024","10,818,442","240,864","1,604,706","28,199",
="09:40:30","1,306,558","18,968,819","1,424,506","10,839,380","241,372","1,607,269","28,271",
="09:40:35","1,309,285","18,983,335","1,427,507","10,866,882","241,949","1,609,713","28,363",
="09:40:40","1,311,519","18,990,770","1,430,102","10,861,795","242,407","1,612,081","28,431",
="09:40:45","1,313,675","18,949,966","1,432,567","10,856,416","242,910","1,614,783","28,502",
="09:40:50","1,316,523","18,951,609","1,436,176","10,834,344","243,431","1,616,620","28,594",
="09:40:55","1,319,378","18,941,274","1,439,398","10,831,450","243,955","1,619,486","28,676",
="09:41:00","1,322,004","18,975,493","1,442,229","10,846,194","244,543","1,621,573","28,808",
="09:41:05","1,325,577","18,958,182","1,445,944","10,820,872","245,194","1,624,207","28,923",
="09:41:10","1,328,296","19,019,727","1,448,832","10,880,749","245,687","1,626,435","29,007",
="09:41:15","1,330,450","19,003,368","1,451,141","10,881,202","246,176","1,628,349","29,067",
="09:41:20","1,332,888","18,964,179","1,453,741","10,869,414","246,679","1,631,320","29,126",
="09:41:25","1,334,872","18,976,183","1,456,174","10,858,112","247,153","1,633,512","29,181",
